/*
Full Coding Rule Violations List (Merged)

| Code Path | Line | Rule No. | Coding Rule | Risk Comments | Owner |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 246 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the function call on argument '2' shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 246 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the function call on argument '3' shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 246 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the function call on argument '5' shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 249 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the function call on argument '3' shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 308 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the function call on argument '1' shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 351 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the function call on argument '1' shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 372 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the function call on argument '3' shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 378 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the function call on argument '1' shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 379 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the function call on argument '3' shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 384 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the function call on argument '1' shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 385 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the function call on argument '3' shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 390 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the function call on argument '1' shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 391 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the function call on argument '3' shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 396 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the function call on argument '1' shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 397 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the function call on argument '3' shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 402 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the function call on argument '1' shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 403 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the function call on argument '3' shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 408 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the function call on argument '1' shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 409 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the function call on argument '3' shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 414 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the function call on argument '1' shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 415 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the function call on argument '3' shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 426 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the function call on argument '3' shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 434 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the function call on argument '3' shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 669 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the function call on argument '1' shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 694 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the 'cmdId' variable initialization shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 696 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 698 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 700 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 702 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 704 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 706 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 708 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 710 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the function call on argument '3' shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 761 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 761 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 764 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the case label shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 777 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the case label shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 782 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the case label shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 792 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the case label shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 794 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 849 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 849 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 852 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the case label shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 902 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the function call on argument '1' shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 902 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the function call on argument '2' shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 903 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the function call on argument '1' shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 903 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the function call on argument '2' shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 904 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the function call on argument '1' shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 904 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the function call on argument '2' shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 905 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the function call on argument '1' shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 905 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the function call on argument '2' shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 906 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the function call on argument '1' shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 906 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the function call on argument '2' shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 911 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the function call on argument '1' shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 911 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the function call on argument '2' shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 912 | AUTOSAR-M5_0_4-a | Implicit conversion between unsigned and signed type in the 'action' variable initialization shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 914 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the 'rc_result' variable initialization shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 917 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 918 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the function call on argument '1' shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 918 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the function call on argument '2' shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 939 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the function call on argument '1' shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 945 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the function call on argument '1' shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 976 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the function call on argument '1' shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 976 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the function call on argument '1' shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 976 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the function call on argument '1' shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 976 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the function call on argument '1' shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 979 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 979 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the function call on argument '1' shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 979 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the function call on argument '1' shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 979 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the function call on argument '1' shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 979 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the function call on argument '1' shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 1029 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the 'i' variable initialization shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 1041 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the function call on argument '2' shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 1045 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 1049 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 1049 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 1055 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the function call on argument '1' shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 1059 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the function call on argument '1' shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 1081 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 1085 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the function call on argument '1' shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 1097 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the function call on argument '1' shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 1103 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 1107 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the function call on argument '1' shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 1116 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the function call on argument '1' shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 1120 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the function call on argument '1' shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 1124 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the function call on argument '1' shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 1128 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the function call on argument '1' shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 1132 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the function call on argument '1' shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 1136 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the function call on argument '1' shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 1140 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the function call on argument '1' shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 1141 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the function call on argument '3' shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 1145 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the function call on argument '1' shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 1150 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the function call on argument '1' shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 1154 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the function call on argument '1' shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 1159 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the function call on argument '1' shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 1163 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the function call on argument '1' shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 1170 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the function call on argument '1' shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 1170 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the function call on argument '2' shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 1170 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the function call on argument '3' shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 1185 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the function call on argument '1' shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 1225 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 1242 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the function call on argument '2' shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 1244 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the function call on argument '1' shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 1245 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 1260 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the function call on argument '1' shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 1293 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 1305 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the function call on argument '2' shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 1310 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the function call on argument '2' shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 1315 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the 'cmdType' variable initialization shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 1317 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the 'cmdFlag' variable initialization shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 1318 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the 'arqTimeout' variable initialization shall not be used | nan | xCall |
